text,date,game
or ten days or whatever he's had these,1/20/2019,48
back spasms and he's been all the play,1/20/2019,48
through it and but when he got on a,1/20/2019,48
plane I don't know two nights ago I,1/20/2019,48
guess it was or whatever he could,1/20/2019,48
already move and we were hopeful that he,1/20/2019,48
tried this morning but couldn't do it,1/20/2019,48
yeah they just told me that he's not,1/20/2019,48
gonna be available for next game and so,1/20/2019,48
I don't know exactly what it is but not,1/20/2019,48
gonna be available for next game so,1/20/2019,48
we'll have to get more in here I thought,1/20/2019,48
the fourth line you know there's two,1/20/2019,48
games enrolled and he's been at the net,1/20/2019,48
when we scored I thought they were good,1/20/2019,48
they were good on the penalty kill when,1/20/2019,48
they were used that way you know,1/20/2019,48
obviously we didn't have we only had 11,1/20/2019,48
forwards in the third period but I,1/20/2019,48
thought their respective,1/20/2019,48
yeah but I thought I thought his game in,1/20/2019,48
Tampa and I thought his game today were,1/20/2019,48
good you know I thought he skated and he,1/20/2019,48
moved and to me the rest of it when you,1/20/2019,48
do good things good things happen and,1/20/2019,48
sometimes in the meantime when it's not,1/20/2019,48
going your way you can get your own way,1/20/2019,48
don't just work they don't know the,1/20/2019,48
answer that question obviously he's not,1/20/2019,48
gonna we're gonna practice tomorrow,1/20/2019,48
he's not gonna practice the moral and,1/20/2019,48
then we have another practice day prior,1/20/2019,48
to final Washington so we'll know more,1/20/2019,48
at that time,1/20/2019,48
would you think if your clubs work-ethic,1/23/2019,49
able to score goals after Washington,1/23/2019,49
open both the first and second what,1/23/2019,49
goals yeah you know I'm just a good I,1/23/2019,49
mean I really liked our first penalty,1/23/2019,49
killing their thing ends up in her net,1/23/2019,49
you know was I thought her guys have,1/23/2019,49
done a great job but that's unfortunate,1/23/2019,49
but you know we had a good effort,1/23/2019,49
tonight and good for guys to be rewarded,1/23/2019,49
I thought brownie Willian now is that a,1/23/2019,49
real good night for them and and it's,1/23/2019,49
good for all of them to feel good,1/23/2019,49
important for Willie but I think,1/23/2019,49
important for brownian knows as well so,1/23/2019,49
they were a real important line for us,1/23/2019,49
and I thought 2 vs. lion matched up with,1/23/2019,49
captain I'm a real good job against the,1/23/2019,49
19 line there was oviya on it and,1/23/2019,49
obviously they're a handful so that was,1/23/2019,49
important as well so you know but we had,1/23/2019,49
lots of guys on deck tonight and phone,1/23/2019,49
away to win,1/23/2019,49
what do you like about a baby well just,1/23/2019,49
being competitive winning battles and,1/23/2019,49
you know one one goal before they squirt,1/23/2019,49
he tracked all the way back and they got,1/23/2019,49
another one he won a battle just inside,1/23/2019,49
the blue line and defensive circle the,1/23/2019,49
reason you play in the older one is you,1/23/2019,49
win some battles all over the ice so you,1/23/2019,49
can play and they was on that line was,1/23/2019,49
really good,1/23/2019,49
so who's that okay yeah you know,1/23/2019,49
whatever you want to call it,1/23/2019,49
yeah they're they're fine I mean you,1/23/2019,49
know what was good for Mattie get one,1/23/2019,49
and going on the powerplay and I thought,1/23/2019,49
the power play was really good to us,1/23/2019,49
want a bunch of battles to get the puck,1/23/2019,49
back there so I thought that was good,1/23/2019,49
yeah but I you know I thought we had,1/23/2019,49
lots of good players tonight I don't I,1/23/2019,49
don't know I haven't watched the game I,1/23/2019,49
haven't go through it and see what,1/23/2019,49
happens I like them to have fun I liked,1/23/2019,49
him not to think about hockey I liked,1/23/2019,49
him to work out enough so that when they,1/23/2019,49
arrived back there ready to go,1/23/2019,49
Mike what do you take from tonight's,2/1/2019,50
result - you know predictably what,2/1/2019,50
Jeff's teams usually do and at least you,2/1/2019,50
come away with a point do you build off,2/1/2019,50
that in any way well I just think we've,2/1/2019,50
been in overtime with him last three,2/1/2019,50
times kind of what you expected I,2/1/2019,50
thought they were better than us in the,2/1/2019,50
first I thought we had a better second,2/1/2019,50
and actually thought we were doing,2/1/2019,50
pretty good in the third our last shift,2/1/2019,50
or two in the third after we tied it,2/1/2019,50
wasn't very good and then I didn't like,2/1/2019,50
our overtime that much but you know I,2/1/2019,50
don't know I mean you guys are farther,2/1/2019,50
away you saw it but I didn't know how,2/1/2019,50
smoothly executed the game was look like,2/1/2019,50
team said about a week off well I mean,2/1/2019,50
you know the bottom line and they got,2/1/2019,50
one we had one to face up didn't clear,2/1/2019,50
and our power play wasn't able to,2/1/2019,50
capitalize so in the end that's you know,2/1/2019,50
that's gaming out of when the special,2/1/2019,50
teams battle but I didn't think our,2/1/2019,50
power play well give them credit that's,2/1/2019,50
our penalty kill was real good I didn't,2/1/2019,50
think our power play was very dangerous,2/1/2019,50
tonight we changed it in the game - and,2/1/2019,50
maybe we shouldn't have maybe we should,2/1/2019,50
have practiced it before we went to it,2/1/2019,50
but in the end I wouldn't score no I,2/1/2019,50
don't see that I thought it's last a,2/1/2019,50
little bit I thought we've been really,2/1/2019,50
coming to the truth I don't think you,2/1/2019,50
can say whatever you want I don't think,2/1/2019,50
that at all actually I thought our guys,2/1/2019,50
worked tried I mean any time you've had,2/1/2019,50
as much time office is both teams you're,2/1/2019,50
not gonna be quite as smooth we just got,2/1/2019,50
to keep well it's pretty but I thought,2/1/2019,50
that I thought they did a good job,2/1/2019,50
tonight too though and we knew going in,2/1/2019,50
but you're right we didn't execute in,2/1/2019,50
that area as good as we could we didn't,2/1/2019,50
and then the third period when we had,2/1/2019,50
our opportunities we flat out just,2/1/2019,50
didn't do a good job on it so that's,2/1/2019,50
over with we'll regroup and get ready,2/1/2019,50
for Pittsburgh tomorrow yeah I mean I,2/1/2019,50
have no chance to go through the game I,2/1/2019,50
uh I thought the puck was on the wall a,2/1/2019,50
lot for our team or the forecheck was,2/1/2019,50
good for them we didn't make a lot of,2/1/2019,50
plays I thought as the game went on we,2/1/2019,50
made more plays and send that you know,2/1/2019,50
we'll look at the game here tonight on,2/1/2019,50
the flight home and we'll get ready for,2/1/2019,50
them all,2/1/2019,50
you think it's a Matthews line obviously,2/1/2019,50
chipped into goals their second game,2/1/2019,50
together yeah I thought I thought that,2/1/2019,50
group was better you know I'm gonna move,2/1/2019,50
things around tomorrow just for a,2/1/2019,50
matchup against Pittsburgh we'll see,2/1/2019,50
what happens,2/1/2019,50
hello Patrick Marlowe's impact on a,2/2/2019,51
night like tonight even last night and,2/2/2019,51
when things are so tough and just how,2/2/2019,51
whether the Mitch Marner blocking shots,2/2/2019,51
and just the role model has been what he,2/2/2019,51
really skated good sense he'd come back,2/2/2019,51
from the break I didn't think many of us,2/2/2019,51
skate great last night I thought he was,2/2/2019,51
one of the guys that really did I,2/2/2019,51
thought he's scared of real well tonight,2/2/2019,51
and it was real too good in the faceoff,2/2/2019,51
circle tonight took a lot of for he,2/2/2019,51
sauce for Matthews well that was real,2/2/2019,51
positive and obviously he's a real,2/2/2019,51
leader I mean it's well documented on,2/2/2019,51
her team and good man well and obviously,2/2/2019,51
when it got to nothing,2/2/2019,51
yeah and they blown to by yeah you know,2/2/2019,51
what's easy to get a little bit of,2/2/2019,51
rattle I didn't think he did oh I,2/2/2019,51
thought her team at that point really,2/2/2019,51
thought we were playing well I thought,2/2/2019,51
we had the puck a lot we're just down to,2/2/2019,51
nothing so we just stayed the course and,2/2/2019,51
were able to get it done no it was,2/2/2019,51
emotional just watching you know I don't,2/2/2019,51
have any military people in my family,2/2/2019,51
yeah and so I don't know much about it,2/2/2019,51
but yeah pretty special when you have,2/2/2019,51
two little kids out there and they get,2/2/2019,51
the spear dad walk out and obviously,2/2/2019,51
just the reaction of his wife so I don't,2/2/2019,51
know I thought it was really cool well I,2/2/2019,51
thought we had a real good matchup to,2/2/2019,51
hearse,2/2/2019,51
yeah obviously with Hyman and Mitchie,2/2/2019,51
were dialed in and really skating and,2/2/2019,51
obviously was Muzzin more on the back I,2/2/2019,51
thought we had a good five some I mean,2/2/2019,51
Doolin and litang played with those guys,2/2/2019,51
so it was good hockey when those guys,2/2/2019,51
were on the ice that's ten really good,2/2/2019,51
hockey players and we were fortunate,2/2/2019,51
that you know we were able to keep on,2/2/2019,51
top and keep it out for the most part,2/2/2019,51
it's just you know what I don't know if,2/2/2019,51
we're is gonna play you know we'll,2/2/2019,51
